tr_build_id,gh_project_name,NC,nbr_auth,NMF,NLR,NLA,CX,FT,TD,WD,CTM,AX,ACF,BT,openjdk6,openjdk7,oraclejdk7,oraclejdk8,BS3,prev_BS3,BS2,prev_BS2,BS1,prev_BS1,entropy,MysteryGuest,GeneralFixture,AssertionRoulette,IndirectTesting,SensitiveEquality,commit,LongMethod,LongParameterList,ComplexClass,Blob,LazyClass,AntiSingleto,BaseClassShouldBeAbstract,RefusedParentBequest,ManyFieldAttributesButNotComplex,SpaghettiCode,SpeculativeGenerality,LargeClass,gh_build_started_at,old_PB,BC,DLF,exist_test
1647428,apache/jackrabbit-oak,659.0,43.0,2975.0,31001.0,98239.0,high,test+src+doc+other,8.0,Monday,0.0,38.0,daily,UNKNOWN,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,,0.108481612543342,,,,,,36b8f71fd88641e28331a785f5b66ca5b9f765b3,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2012-06-18 14:49:30,0.0,0.1,,0.0
1651358,apache/jackrabbit-oak,1041.0,43.0,4238.0,47500.0,124873.0,high,test+src+doc+other,12.0,Monday,0.0,99.0,daily,UNKNOWN,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.10008120672619501,,,,,,a95867794e419a861063ddf30b17b2fe99b1471c,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2012-06-18 23:22:07,0.0,0.1,,0.0
1654615,apache/jackrabbit-oak,3.0,43.0,54.0,75.0,1326.0,high,test+src+doc+other,5.0,Tuesday,0.0,104.0,daily,PUSH,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.4446847582678621,,,,,,dcc7f72c264e1af9565754881ae7243bfa3109fe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-19 11:59:01,0.0,0.1,,0.0
1660978,apache/jackrabbit-oak,1.0,1.0,1.0,0.0,4.0,faible,other,10.0,Tuesday,1.0,105.0,daily,PUSH,1.0,0.0,1.0,0.0,1.0,,1.0,,1.0,,0.0,,,,,,0a3deecaf3caae5b67b2526d3c337a4bd3c8b2bf,,,,,,,,,,,,,2012-06-20 01:48:34,0.0,0.1,,0.0
1664799,apache/jackrabbit-oak,3.0,43.0,11.0,30.0,63.0,faible,test+src+other,4.0,Wednesday,0.0,105.0,daily,PUSH,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,d1267ccad488c84e405c7d4b7b70a78ef18f4e2a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-20 13:13:03,1.0,0.2,less_day,0.0
1670381,apache/jackrabbit-oak,3.0,43.0,10.0,37.0,31.0,faible,test+src,11.0,Wednesday,0.0,100.0,daily,PUSH,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.181554958883868,,,,,,d8bcb42f4ddfe99fdb221d0ec2f1cc9dc6fe267e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-21 01:49:52,0.0,0.2,day_ago,0.0
1674413,apache/jackrabbit-oak,3.0,43.0,9.0,196.0,193.0,faible,src,6.0,Thursday,0.0,101.0,daily,PUSH,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.30094181457383895,,,,,,6c21c09ce1266ba8852f8ddf9f5126155054c54e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012-06-21 14:26:47,0.0,0.2,day_ago,0.0
1678971,apache/jackrabbit-oak,2.0,43.0,21.0,268.0,575.0,high,src,16.0,Thursday,0.0,102.0,daily,PUSH,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.5840406734692379,,,,,,18f86142f7d2428431f4fe79665532f8d32a790a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012-06-22 03:03:48,0.0,0.2,week_ago,0.0
1683014,apache/jackrabbit-oak,4.0,43.0,27.0,368.0,609.0,faible,src,10.0,Friday,0.0,108.0,daily,PUSH,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.233858058654421,,,,,,74aefac76cf90b0c66ccf38e415c4fb275af7cd9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-22 15:41:55,0.0,0.2,week_ago,0.0
1695472,apache/jackrabbit-oak,1.0,1.0,6.0,38.0,240.0,faible,src+other,13.0,Sunday,1.0,110.0,daily,PUSH,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.7803812245798349,,,,,,45af9031a7d4ee3df61659330629f0a610aa324f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-24 18:12:53,0.0,0.1,week_ago,0.0
